639907,27,10/01/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639908,28,28/02/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639909,29,10/03/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639910,30,10/04/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639911,31,10/05/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639912,32,10/06/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639913,33,10/07/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639914,34,10/08/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639915,35,10/09/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639916,36,10/10/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639917,37,10/11/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639918,38,10/12/2022,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639919,39,10/01/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639920,40,28/02/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639921,41,10/03/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639922,42,10/04/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639923,43,10/05/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639924,44,10/06/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639925,45,10/07/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639926,46,10/08/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639927,47,10/09/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639928,48,10/10/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639929,49,10/11/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639930,50,10/12/2023,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639931,51,10/01/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639932,52,28/02/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639933,53,10/03/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639934,54,10/04/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639935,55,10/05/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639936,56,10/06/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639937,57,10/07/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639938,58,10/08/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639939,59,10/09/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639940,60,10/10/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639941,61,10/11/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639942,62,10/12/2024,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639943,63,10/01/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639944,64,28/02/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639945,65,10/03/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639946,66,10/04/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639947,67,10/05/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639948,68,10/06/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639949,69,10/07/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639950,70,10/08/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639951,71,10/09/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639952,72,10/10/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639953,73,10/11/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639954,74,10/12/2025,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639955,75,10/01/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639956,76,28/02/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639957,77,10/03/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639958,78,10/04/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639959,79,10/05/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639960,80,10/06/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639961,81,10/07/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639962,82,10/08/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639963,83,10/09/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639964,84,10/10/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639965,85,10/11/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639966,86,10/12/2026,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639967,87,10/01/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639968,88,28/02/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639969,89,10/03/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639970,90,10/04/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639971,91,10/05/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639972,92,10/06/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639973,93,10/07/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639974,94,10/08/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639975,95,10/09/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639976,96,10/10/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639977,97,10/11/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639978,98,10/12/2027,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639979,99,10/01/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639980,100,28/02/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639981,101,10/03/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639982,102,10/04/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639983,103,10/05/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639984,104,10/06/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639985,105,10/07/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639986,106,10/08/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639987,107,10/09/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639988,108,10/10/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639989,109,10/11/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639990,110,10/12/2028,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639991,111,10/01/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639992,112,28/02/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639993,113,10/03/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639994,114,10/04/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639995,115,10/05/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639996,116,10/06/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639997,117,10/07/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639998,118,10/08/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
639999,119,10/09/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640000,120,10/10/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640001,121,10/11/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640002,122,10/12/2029,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640003,123,10/01/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640004,124,28/02/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640005,125,10/03/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640006,126,10/04/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640007,127,10/05/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640008,128,10/06/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640009,129,10/07/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640010,130,10/08/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640011,131,10/09/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640012,132,10/10/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640013,133,10/11/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640014,134,10/12/2030,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640015,135,10/01/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640016,136,28/02/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640017,137,10/03/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640018,138,10/04/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640019,139,10/05/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640020,140,10/06/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640021,141,10/07/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640022,142,10/08/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640023,143,10/09/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640024,144,10/10/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640025,145,10/11/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640026,146,10/12/2031,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640027,147,10/01/2032,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640028,148,28/02/2032,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640029,149,10/03/2032,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
640030,150,10/04/2032,"R$ 1.000,00","R$ 0,00","R$ 1.000,00",Não
