32,"JUROS E DESPESAS SOBRE OPERAÇÕES  [DICTEXTO]"
33,"COMISSÕES COBRANÇAS SOBRE DUPLICATAS  [DICTEXTO]"
34,"JUROS/IOF SOBRE EMPRÉSTIMOS PARA CONTA CORRENTE  [DICTEXTO]"
35,"VALOR BRUTO FOLHA  [DICTEXTO]"
36,"DESCONTO EMPREGADOS SOBRE FOLHA  [DICTEXTO]"
37,"SALÁRIO FAMÍLIA SOBRE FOLHA  [DICTEXTO]"
38,"SALARIO MATERNIDADE SOBRE FOLHA  [DICTEXTO]"
39,"CONTRIBUIÇÃO INSS PARTE EMPRESA SOBRE FOLHA  [DICTEXTO]"
40,"CONTRIBUIÇÃO SAT SOBRE FOLHA  [DICTEXTO]"
41,"CONTRIBUIÇÃO FGTS SOBRE FOLHA  [DICTEXTO]"
42,"CONTRIBUIÇÃO SINDICAL EMPREGADOS SOBRE FOLHA  [DICTEXTO]"
43,"DESCONTO IRF SOBRE FOLHA  [DICTEXTO]"
44,"DESCONTO VALE TRANSPORTE SOBRE FOLHA  [DICTEXTO]"
45,"CONTRIBUIÇÃO INSS PARTE EMPRESA SOBRE PRO-LABORE E AUTONÔMOS"
46,"VLR PRO-LABORE A PAGAR REF MÊS [DICDATAMESANO] [DICTEXTO]"
47,"DESCONTO IRF SOBRE PRO-LABORE  [DICTEXTO]"
48,"PAGAMENTO PRO-LABORE REFERENTE  [DICTEXTO]"
49,"ICMS SOBRE COMPRAS MES  [DICTEXTO]"
50,"VALOR LÍQUIDO FOLHA  [DICTEXTO]"
51,"TRANSFERÊNCIA A RECOLHER  [DICTEXTO]"
52,"ICMS SOBRE VENDAS MES [DICTEXTO]"
53,"ICMS SOBRE SERVIÇO DE TRANSPORTE MÊS  [DICTEXTO]"
54,"ICMS SOBRE NF  [DICTEXTO]"
55,"APROPRIAÇÃO SOBRE RECEITAS OPERACIONAIS  [DICTEXTO]"
56,"APROPRIAÇÃO SOBRE VENDAS  [DICTEXTO]"
57,"APROPRIAÇÃO SOBRE SERVIÇOS  [DICTEXTO]"
58,"PAGAMENTO FATURA CELESC  [DICTEXTO]"
59,"PAGAMENTO FATURA TELESC  [DICTEXTO]"
60,"PAGAMENTO FATURA CASAN  [DICTEXTO]"
61,"PAGAMENTO RECIBO ACIC  [DICTEXTO]"
62,"PAGAMENTO CARNE PREFEITURA MUNICIPAL  [DICTEXTO]"
63,"VENDA CONFORME NF NÚMERO [DICNUMERICO] [DICTEXTO]"
64,"COMPRA CONFORME NF NÚMERO [DICNUMERICO] DE [DICTEXTO] [DICEDITORMEMO]"
65,"NOTA FISCAL  [DICTEXTO]"
66,"TRANSFERÊNCIA CONTA VINCULADA CONFORME AVISO  [DICTEXTO]"
67,"REEMBOLSO DUPLICATAS CONFORME AVISO  [DICTEXTO]"
68,"FATURAS DIVERSAS  [DICTEXTO]"
69,"PAGAMENTO RECIBO EBCT  [DICTEXTO]"
70,"FORNECIMENTO TALÃO DE CHEQUES  [DICTEXTO]"
71,"HONORÁRIOS  [DICTEXTO]"
72,"LIQUIDAÇÃO EMPRÉSTIMO CONFORME AVISO  [DICTEXTO]"
73,"DESCONTO SOBRE DUPLICATAS  [DICTEXTO]"
74,"PAGAMENTO NOTAS FISCAIS REFERENTE MERCADORIAS NESTA DATA  [DICTEXTO]"
75,"PAGAMENTO NOTAS FISCAIS MANUTENÇÃO E REPAROS DE VEÍCULOS NESTA DATA"
76,"PAGAMENTO NOTAS FISCAIS DE MATERIAL DE CONSUMO NESTA DATA  [DICTEXTO]"
77,"PAGAMENTO CONHECIMENTO NESTA DATA  [DICTEXTO]"
78,"ESTORNO APROPRIAÇÃO PROVISÓRIA EM  [DICTEXTO]"
79,"ICMS SOBRE FATURA TELESC  [DICTEXTO]"
80,"DEPRECIAÇÃO DO EXERCÍCIO CONFORME DEMONSTRATIVO  [DICTEXTO]"
81,"CORREÇÃO MONETÁRIA DO EXERCÍCIO CONFORME DEMONSTRATIVO  [DICTEXTO]"
82,"CORREÇÃO MONETÁRIA E DEPRECIAÇÃO DO EXERCÍCIO CONFORME DEMONSTRATIVO"
83,"TRANSFERÊNCIA DE VALORES PARA CONTA RESULTADO DO EXERCÍCIO  [DICTEXTO]"
84,"CONHECIMENTO  [DICTEXTO]"
85,"ICMS SOBRE DEVOLUÇÃO DE MERCADORIAS MÊS  [DICTEXTO]"
86,"DIFERENÇA DE ALIQUOTA CONFORME LIVRO APURAÇÃO ICMS  [DICTEXTO]"
87,"DEVOLUÇÃO MERCADORIAS CONFORME NF  [DICTEXTO]"
88,"REEMBOLSO DE VALORES REFERENTE DEVOLUÇÃO MERCADORIAS NO MÊS [DICTEXTO]"
89,"PAGAMENTO NF´S MERCADORIAS NESTA DATA  [DICTEXTO]"
90,"PAGAMENTO NF´S MANUTENÇÃO E REPAROS DE VEÍCULOS NESTA DATA  [DICTEXTO]"
91,"PAGAMENTO CONTRIBUIÇÃO SOCIAL REFERENTE  [DICTEXTO]"
92,"PAGAMENTO IRPJ REFERENTE  [DICTEXTO]"
93,"PAGAMENTO NF´S COMBUSTÍVEIS E LUBRIFICANTES NESTA DATA  [DICTEXTO]"
94,"PAGAMENTO NF´S DE MATERIAL DE USO E CONSUMO NESTA DATA  [DICTEXTO]"
95,"PAGAMENTO CONHECIMENTO NESTA DATA  [DICTEXTO]"
96,"DEPRECIAÇÃO CONFORME DEMONSTRATIVO  [DICTEXTO]"
97,"CORREÇÃO MONETÁRIA CONFORME DEMONSTRATIVO  [DICTEXTO]"
98,"BAIXA POR VENDA PELO CUSTO CORRIGIDO  [DICTEXTO]"
99,"BAIXA POR VENDA DEPRECIAÇÃO ACUMULADA  [DICTEXTO]"
100,"ESTORNO DÉBITOS CONFORME LIVRO APURAÇÃO ICMS  [DICTEXTO]"
101,"OUTROS DÉBITOS CONFORME LIVRO APURAÇÃO ICMS  [DICTEXTO]"
102,"VENDAS CONFORME CONHECIMENTOS NESTA DATA  [DICTEXTO]"
103,"SAÍDA DE MERCADORIAS CONFORME MANIFESTOS NESTA DATA  [DICTEXTO]"
104,"ENTRADA DE MERCADORIAS CONFORME MANIFESTOS NESTA DATA  [DICTEXTO]"
105,"APROPRIAÇÕES SOBRE MANIFESTOS MÊS  [DICTEXTO]"
106,"TRANSFERÊNCIAS DE PRODUTOS CONFORME NF  [DICTEXTO]"
107,"IPI SOBRE COMPRAS MES  [DICTEXTO]"
108,"IPI SOBRE VENDAS MÊS [DICTEXTO]"
109,"DEVOLUÇÃO PRODUTOS CONFORME NF [DICNUMERICO]"
110,"ICMS SOBRE TRANSFERÊNCIAS MÊS  [DICTEXTO]"
111,"IPI SOBRE DEVOLUÇÃO PRODUTOS MÊS  [DICTEXTO]"
112,"ESTORNO VALOR APROPRIADO SOBRE RETORNO MANIFESTOS MÊS  [DICTEXTO]"
113,"VALOR 13O SALÁRIO INTEGRAL CONFORME FOLHA  [DICTEXTO]"
114,"ADIANTAMENTO DE FÉRIAS  [DICTEXTO]"
115,"ABONO DE FÉRIAS [DICTEXTO]"
116,"PROVISÃO PARA FÉRIAS CONFORME FOLHA  [DICTEXTO]"
117,"INSS SOBRE PROVISÃO PARA FÉRIAS CONFORME FOLHA  [DICTEXTO]"
118,"FGTS SOBRE PROVISÃO PARA FÉRIAS CONFORME FOLHA  [DICTEXTO]"
119,"REVERSÃO 1A PARCELA 13O SALÁRIO CONFORME FOLHA  [DICTEXTO]"
120,"INDENIZAÇÃO SOBRE RESCISÃO  [DICTEXTO]"
121,"AVISO PRÉVIO SOBRE RESCISÃO  [DICTEXTO]"
122,"PROVISÃO PARA 13O SALÁRIO CONFORME FOLHA  [DICTEXTO]"
123,"INSS SOBRE PRO-LABORE REFERENTE  [DICTEXTO]"
124,"FGTS SOBRE PROVISÃO PARA 13O SALÁRIO CONFORME FOLHA  [DICTEXTO]"
125,"AVISO PRÉVIO REAVIDO SOBRE RESCISÃO  [DICTEXTO]"
126,"AUMENTO CAPITAL SOCIAL [DICTEXTO]"
127,"VLR ADIANTAMENTO 1º PARCELA 13º SALÁRIO CONFORME FOLHA  [DICTEXTO]"
128,"VLR REF. DESPESAS COM CORREIOS NO MÊS [DICDATAMESANO] - [DICTEXTO] JD. MONTE REY"
129,"INSS SOBRE 13O SALÁRIO CONFORME FOLHA  [DICTEXTO]"
130,"FGTS SOBRE ADIANTAMENTO 1A PARCELA 13O SALÁRIO CONFORME FOLHA"
131,"FGTS SOBRE 2A PARCELA 13O SALÁRIO CONFORME FOLHA  [DICTEXTO]"
132,"RESCISÃO  [DICTEXTO]"
133,"FGTS SOBRE RESCISÃO  [DICTEXTO]"
134,"INSS SOBRE RESCISÃO  [DICTEXTO]"
135,"VALOR LÍQUIDO RESCISÃO  [DICTEXTO]"
136,"FÉRIAS  [DICTEXTO]"
137,"INSS SOBRE FÉRIAS  [DICTEXTO]"
138,"FGTS SOBRE FÉRIAS  [DICTEXTO]"
139,"VALOR LÍQUIDO FÉRIAS  [DICTEXTO]"
140,"TROCO DO MÊS ANTERIOR SOBRE FOLHA  [DICTEXTO]"
141,"FÉRIAS SOBRE RESCISÃO  [DICTEXTO]"
142,"REEMBOLSO DE VALORES SOBRE RESCISÃO  [DICTEXTO]"
143,"13O SALÁRIO SOBRE RESCISÃO [DICTEXTO]"
144,"ADIANTAMENTO DE SALÁRIO CONFORME FOLHA [DICTEXTO]"
145,"DESCONTO ADIANTAMENTO SALARIAL CONFORME FOLHA [DICTEXTO]"
146,"13O SALÁRIO COMPLEMENTAR A DEVOLVER CONFORME FOLHA [DICTEXTO]"
147,"PENSÃO JUDICIAL CONFORME FOLHA [DICTEXTO]"
148,"PENSÃO JUDICIAL SOBRE FÉRIAS [DICTEXTO]"
149,"DESCONTO ADIANTAMENTO DE FÉRIAS [DICTEXTO]"
150,"REEMBOLSO DE VALORES DE SEGUROS DE VIDA CONFORME FOLHA [DICTEXTO]"
151,"IRF SOBRE 13O SALÁRIO CONFORME FOLHA [DICTEXTO]"
152,"IRF SOBRE FÉRIAS [DICTEXTO]"
153,"ABONO VALE TRANSPORTE CONFORME FOLHA [DICTEXTO]"
154,"DESCONTO UNIMED SOBRE FOLHA [DICTEXTO]"
155,"VALOR TERCEIROS SOBRE FOLHA [DICTEXTO]"
156,"VALOR CONVÊNIOS SOBRE FOLHA [DICTEXTO]"
157,"BAIXA INSS PROVISÃO SOBRE FÉRIAS/RESCISÃO MÊS CONFORME FOLHA[DICTEXTO]"
158,"BAIXA INSS PROVISIONADO SOBRE RESCISÃO MÊS CONFORME FOLHA [DICTEXTO]"
159,"BAIXA FGTS PROVISIONADO SOBRE FÉRIAS MÊS CONFORME FOLHA[DICTEXTO]"
160,"BAIXA FGTS PROVISIONADO SOBRE RESCISAO MÊS CONFORME FOLHA [DICTEXTO]"
161,"AJUSTE FGTS SOBRE PROVISÃO 13O SALÁRIO CONFORME FOLHA [DICTEXTO]"
162,"AJUSTE INSS SOBRE PROVISÃO 13O SALÁRIO CONFORME FOLHA [DICTEXTO]"
163,"AJUSTE PROVISÃO PARA 13O SALÁRIO CONFORME FOLHA [DICTEXTO]"
164,"AJUSTE FGTS SOBRE PROVISÃO PARA FÉRIAS CONFORME FOLHA[DICTEXTO]"
165,"AJUSTE INSS SOBRE PROVISÃO PARA FÉRIAS CONFORME FOLHA [DICTEXTO]"
166,"AJUSTE PROVISÃO PARA FÉRIAS CONFORME FOLHA[DICTEXTO]"
167,"CONTRIBUIÇÃO INSS EMPRESA 20% SOBRE FOLHA E 15% SOBRE PRO-LABORE"
168,"VALOR NOTA FISCAL [DICTEXTO]"
169,"IPI SOBRE TRANSFERÊNCIAS MÊS [DICTEXTO]"
170,"PIS SOBRE DEVOLUÇÃO DE VENDAS MÊS *DICTEXTO"
171,"SIMPLES SOBRE DEVOLUÇÃO DE VENDAS MÊS *DICTEXTO"
172,"COFINS SOBRE DEVOLUÇÃO DE VENDAS MÊS *DICTEXTO"
173,"IRPJ SOBRE DEVOLUÇÃO DE VENDAS MÊS *DICTEXTO"
174,"CONTRIBUIÇÃO SOCIAL SOBRE DEVOLUÇÃO VENDAS *DICTEXTO"
175,"TRANSFERÊNCIA DE MERCADORIAS CONFORME NOTA FISCAL [DICNUMERICO] [DICTEXTO]"
176,"ISS SOBRE VENDAS MÊS [DICTEXTO]"
177,"SIMPLES SOBRE FATURAMENTO MÊS [DICTEXTO]"
178,"PIS SOBRE FATURAMENTO MÊS [DICTEXTO]"
179,"COFINS SOBRE FATURAMENTO MÊS [DICTEXTO]"
180,"IRPJ SOBRE LUCRO PRESUMIDO MÊS [DICTEXTO]"
181,"CSLL SOBRE LUCRO PRESUMIDO MÊS [DICTEXTO]"
182,"INSS SOBRE FOLHA PAGAMENTO REFERENTE MÊS *DICTEXTO"
183,"PAGAMENTO GUIA SIMPLES REFERENTE *DICTEXTO"
184,"PAGAMENTO A SAMAE REFERENTE *DICTEXTO"
185,"PAGAMENTO CONTRIBUIÇÃO SOCIAL REFERENTE *DICTEXTO"
186,"PAGAMENTO TAXA FUNREBOM/PM REFERENTE *DICTEXTO"
187,"VALOR FUNRURAL REFERENTE *DICTEXTO"
188,"ICMS SUBSTITUIÇÃO TRIBUTÁRIA [DICTEXTO]"
189,"ICMS SOBRE DEVOLUÇÃO DE VENDAS MERCADORIAS SUBSTITUIÇÃO TRIBUTÁRIA"
190,"ICMS SOBRE DEVOLUÇÃO DE VENDAS PRODUTOS SUBSTITUIÇÃO TRIBUTÁRIA"
191,"ESTORNO ICMS SOBRE COMPRAS IMOBILIZADO MÊS *DICTEXTO"
192,"ICMS SIMPLES/SC REFERENTE MÊS *DICTEXTO"
193,"ISS ESTIMATIVA FIXA REFERENTE MÊS [DICDATAMESANO]"
194,"INSS RETIDO SOBRE NOTA FISCAL NÚMERO [DICTEXTO]"
195,"VALOR REFERENTE [DICTEXTO]"
196,DEPÓSITO
197,"COMPENSAÇÃO DO PREJUIZO LIQUIDO PELO LUCRO ACUMULADO [DICTEXTO]"
198,"COMPRA CONFORME NF [DICNUMERICO] [DICTEXTO]"
199,"RETENÇÃO FUNRURAL NF [DICNUMERICO] DE [DICTEXTO]"
200,"EFEITOS DA MUDANÇA DE CRITÉRIO CONTÁBIL [DICTEXTO]"
201,"RETIFICAÇÃO DE ERRO DE EXERCÍCIOS ANTERIORES [DICTEXTO]"
202,"IMPOSTO DE RENDA [DICTEXTO]"
203,"AUMENTO DE CAPITAL [DICTEXTO]"
204,"AQUISIÇÕES AÇÕES PRÓPRIAS COM RESERVA DE ÁGIO NA SUBSCRIÇÃO [DICTEXTO]"
205,"SUBVENÇÕES INCENTIVOS FISCAIS IR [DICTEXTO]"
206,"REVERSÃO E TRANSFERÊNCIA DE RESERVA [DICTEXTO]"
207,"ATUALIZAÇÃO MONETÁRIA [DICTEXTO]"
208,"LUCRO LÍQUIDO DO EXERCÍCIO [DICTEXTO] [DICDATAMESANO]"
209,"DESTINAÇÃO DO LUCRO LÍQUIDO DO EXERCÍCIO PARA RESERVAS [DICTEXTO]"
210,"DESTINAÇÃO DO LUCRO LÍQUIDO DO EXERCÍCIO PARA DIVIDENDOS [DICTEXTO]"
211,"RETENÇÃO FUNRURAL NF [DICNUMERICO] DE [DICTEXTO]"
212,"DEVOLUÇÃO PRODUTOS CONFORME NF [DICNUMERICO]  DE [DICTEXTO]"
213,"DEVOLUÇÃO DE MERCADORIAS CONFORME NF [DICNUMERICO] [DICTEXTO]"
214,"AQUISIÇÃO SERVIÇO TRANSPORTE CONFORME CTRC [DICNUMERICO]"
215,"AQUISIÇÃO SERVIÇO TRANSPORTE CONFORME CTRC [DICNUMERICO] DE [DICTEXTO]"
216,"PRESTAÇÃO SERVIÇO DE TRANSPORTE CONFORME CTRC [DICNUMERICO] [DICTEXTO]"
217,"PRESTAÇÃO SERVIÇO CONFORME NF [DICNUMERICO] [DICTEXTOCONTACREDUPPER] [DICTEXTO]"
218,"IRRF RETIDO SOBRE NOTA FISCAL NÚMERO [DICTEXTO]"
219,"ISS RETIDO SOBRE NOTA FISCAL NÚMERO [DICTEXTO] [DICTEXTOCONTADEB]"
220,"PIS RETIDO SOBRE NOTA FISCAL NÚMERO [DICTEXTO]"
221,"COFINS RETIDO SOBRE NOTA FISCAL NÚMERO [DICTEXTO]"
222,"CSLL RETIDO SOBRE NOTA FISCAL NÚMERO [DICTEXTO]"
223,"PREJUÍZO LÍQUIDO DO EXERCÍCIO [DICTEXTO]"
224,"RECEBIMENTO NFS. NO. [DICTEXTO]"
225,"COMPRAS CFE. NF. [DICNUMERICO] [DICTEXTO]"
226,"PAG BLOQTO [DICNUMERICO]"
227,"VLR REF. N/REC. [DICTEXTOCONTACRED] VENC [DICDATAMESANO]"
228,"VLR VEICULAÇÃO DE PUBLICIDADE CFE NF.(DICTEXTO)"
229,"VLR COMISSÃO S/PUBLICIDADE CFE NF.(DICTEXTO)"
230,"N/RECEBIMENTO DOAÇÃO N/IDENTIFICADA CFE RECIBO Nº.[DICTEXTO]"
231,"N/RECEBIMENTO JUROS S/NF. Nº. [DICTEXTO]"
232,"N/RECEBIMENTO NF.[DICTEXTO]"
233,"N/RECBTO ENCARGOS SOCIAIS E HON. CONTABEIS REF MÊS [DICDATAMESANO] [DICTEXTOCONTACRED] [DICTEXTO]"
234,"N/RECBTO CAMPANHA SOLIDARIA N/MÊS [DICDATAMESANO] [DICTEXTO]"
235,"N/RECEBIMENTO PARTE NF.[DICTEXTO]"
236,"N/RECBTO CHEQUE PRE-DATADO PAROQ. [DICTEXTO]"
237,"N/RECEBIMENTO DOAÇÕES CLUBE DO OUVINTE CFE RECIBOS Nº. [DICTEXTO]"
238,"PGTO REF MENSALIDADE MES.[DICTEXTO]A[DICTEXTO]"
239,"PGTO CFE CUPOM FISCAL Nº.[DICNUMERICO] A T.C.C.C LTDA [DICTEXTO]"
240,"N/RECBTO COLABORAÇÃO CRAASAM - PAROQ. [DICTEXTO]"
241,"PGTO A VIAÇÃO GARCIA LTDA CFE RECIBO Nº.[DICTEXTO]"
242,"N/RECBTO COLETA DA CAMPANHA DA FRATERNIDADE/[DICANO] - PAROQ. [DICTEXTO]"
243,"PGTO ALUGUEL REF. MÊS [DICDATAMESANO] P/IMOBILIÁRIA [DICTEXTO] [DICTEXTO]"
244,"PGTO CFE CUPOM FISCAL Nº[DICNUMERICO] DE [DICTEXTO]"
245,"N/RECBTO COLETA DA SEXTA-FEIRA SANTA/[DICANO] - PAROQ. [DICTEXTO]"
246,"N/RECBTO COLETA DAS MISSÕES/[DICANO] [DICTEXTO]"
247,"PGTO DESPESAS C/ CARTORIO NO MÊS [DICDATAMESANO] [DICTEXTO] [DICTEXTO]"
248,"N/RECBTO COLETA DO OBOLO DE SÃO PEDRO/[DICANO] - PAROQ. [DICTEXTO]"
249,"PGTO DESPESAS C/CORREIOS E MALOTES NO MES [DICDATAMESANO] [DICTEXTO]"
250,"N/RECBTO COLETA DOMINGO DE RAMOS/[DICANO] - PAROQ. [DICTEXTO]"
251,"N/RECBTO COLETA EVANGELIZAÇÃO/[DICANO] - PAROQ. [DICTEXTO]"
252,"N/RECBTO CONTRIBUIÇÃO DA ESCOLA TEOLOGICA N/MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
253,"N/RECBTO CONTRIBUIÇÃO REF. MÊS [DICDATAMESANO] - PAROQ. [DICTEXTO]"
254,"N/RECBTO CURSO DO CLERO-PAROQ. [DICTEXTO]"
255,"N/RECBTO CUSTAS PROCESSO NULIDADE MATRIMONIAL DE [DICTEXTO]"
256,"N/RECBTO IMPOSTOS RETIDOS MÊS [DICDATAMESANO] - [DICTEXTOCONTACRED] [DICTEXTO]"
257,"N/RECBTO JORNAL MARINGÁ MISSÃO REF. MÊS [DICDATAMESANO] - PAROQ. [DICTEXTO]"
258,"N/RECBTO MATERIAL LITURGICO N/MÊS[DICDATAMESANOATUAL] [DICTEXTO]"
259,"N/RECBTO MISSAS/BATIZADOS/CASAMENTOS NO MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
260,"PGTO DESPESAS C/PEDAGIO N/MES [DICDATAMESANOATUAL] [DICTEXTO]"
261,"N/RECBTO ORGANOGRAMAS/[DICANO] - PAROQ. [DICTEXTO]"
262,"N/RECBTO PATROCINIO PARA OUT DOORS DO CORPUS CHRISTI CFE RECIBO DE [DICTEXTO]"
263,"N/RECBTO PROMOÇÃO-SUBIDA AO MIRANTE [DICTEXTO]"
264,"N/RECBTO REEMBOLSO FATURA CELULAR - PAROQ. [DICTEXTO]"
265,"N/RECBTO REEMBOLSO IPVA PAROQ. [DICTEXTO]"
266,"N/RECBTO ALUGUEL SALÃO PAROQUIAL N/MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
267,"N/RECBTO CAMPANHA DA COCAMAR MÊS[DICDATAMESANOATUAL] [DICTEXTO]"
268,"N/RECBTO DE LEILÕES N/MÊS[DICDATAMESANOATUAL] [DICTEXTO]"
269,"N/RECBTO DÍZIMO N/MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
270,"PGTO DUPLICATA Nº [DICNUMERICO] [DICTEXTO]"
271,"N/RECEBIMENTO DOAÇÕES NO MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
272,"N/RECBTO FESTAS E PROMOÇÕES N/MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
273,"PGTO FATURA BRASIL TELECOM  FONE Nº [DICNUMERICO] VCTO DIA [DICDATA] [DICTEXTO]"
274,"N/RECBTO IPVA/[DICANO] DA PAROQ. [DICTEXTO] CFE RECIBO DA CURIA."
275,"N/RECBTO PATROCÍNIO INFORMATIVO NO MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
276,"PGTO CONTRIBUIÇÃO CONFEDERATIVA AO SINDICATO [DICTEXTO] REF. MES [DICDATAMESANO] [DICTEXTO]"
277,"PGTO CONTRIBUIÇÃO A PAROQUIA [DICTEXTO] REF. MES [DICDATAMESANO]"
278,"N/RECBTO PATROCÍNIO JORNAL MARINGÁ MISSÃO REF. MÊS [DICDATAMESANO]"
279,"N/RECBTO RECEITAS DIVERSAS N/MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
280,"N/RECBTO RECUPERAÇÃO DE DESPESAS NO MÊS [DICDATAMESANO] [DICTEXTO]"
281,"VLR CONTRIBUIÇÃO AO PE.[DICTEXTO] REF. ADTO SALARIAL DOMESTICA CASA PAROQUIAL MES[DICTEXTO]"
282,"N/RECBTO REPASSE DA CURIA REF. CONTRIBUIÇÃO DAS PAROQ. REF MÊS [DICDATAMESANO] [DICTEXTO]"
283,"VLR CONTRIBUIÇÃO AO PE.[DICTEXTO] REF. AO CARNE DO INSS MES[DICDATAMESANO] [DICEDITORMEMO]"
284,"N/RECBTO VENDA DE OBJETO RELIGIOSO N/MÊS [DICDATAMESANOATUAL] [DICTEXTO] [DICEDITORMEMO]"
285,"N/RECBTO VENDA DE POSTAIS N/MÊS [DICDATAMESANO] [DICTEXTO]"
286,"VLR CONTRIBUIÇÃO AO PE.[DICTEXTO] REF. CARNE INSS-DOMESTICA CASA PAROQUIAL MES [DICTEXTO]"
287,"N/RECBTO VISITAÇÃO MIRANTE N/MÊS [DICDATAMESANO] [DICTEXTO]"
288,"VLR CONTRIBUIÇÃO AO PE.[DICTEXTO] REF. 2º PCLA 13ª SALARIO DOMESTICA CASA PAROQUIAL [DICEDITORMEMO]"
289,"N/RECBTO CONTRIBUIÇÃO [DICTEXTO] DA RECEITA CAPELA [DICTEXTO] REF. MÊS [DICDATAMESANO] [DICTEXTO]"
290,"N/RECBTO OFERTA/COLETA N/MÊS [DICDATAMESANOATUAL] [DICTEXTO]"
291,"VLR CONTRIBUIÇÃO AO PE.[DICTEXTO] REF.1º PARCELA 13ª SAL./[DICANO] DOMESTICA CASA PAROQ. [DICTEXTO]"
292,"PGTO [DICTEXTO] [DICTEXTO]"
293,"PGTO CONTRIBUIÇÃO AO SEMINARISTA[DICTEXTO]"
294,"PGTO 1ª PARCELA 13º SALÁRIO DE [DICTEXTO] [DICEDITORMEMO]"
295,"PGTO 2º PARCELA 13º SALÁRIO A [DICTEXTO]"
296,"PGTO CONTRIBUIÇÃO REF. MES [DICDATAMESANO] A [DICTEXTO]"
297,"PGTO CUPOM FISCAL Nº[DICNUMERICO] - [DICTEXTO]"
298,"PGTO A SANTA CASA REF. PLANO SAUDE - PE. [DICTEXTO] VCTO [DICDATA] [DICEDITORMEMO]"
299,"PGTO A TCCC REF. VALE TRANSPORTE N/MÊS [DICDATAMESANO] [DICTEXTO]"
300,"PGTO DARF REF. RETENÇÕES (PIS,COFINS,CSLL) S/NF. Nº [DICNUMERICO] [DICTEXTO]"
301,"PGTO DESPESAS COM CASA PAROQUIAL N/MES [DICDATAMESANOATUAL] [DICTEXTO]"
302,"PGTO FATURA EMBRATEL FONE [DICNUMERICO] [DICTEXTO]"
303,"PGTO A UNIMED-MARINGÁ REF. PLANO SAUDE PE. [DICTEXTO] VCTO [DICDATA] [DICEDITORMEMO]"
304,"PGTO DESPESAS C/CORREIOS E TELEGRAFOS N/MES [DICDATAMESANOATUAL] [DICTEXTO]"
305,"PGTO DESPESAS C/ FESTAS E PROMOÇÕES N/MES [DICDATAMESANOATUAL] [DICTEXTO]"
306,"PGTO ADIANTAMENTO DE SALARIO REF. MÊS [DICDATAMESANO] [DICEDITORMEMO] [DICTEXTO]"
307,"PGTO FATURA EMBRATEL REF.MES [DICDATAMESANO] [DICTEXTO]"
308,"PGTO DESPESAS C/ CASA EPISCOPAL N/MES [DICDATAMESANOATUAL] [DICTEXTO]"
